policy,setting,task_id,replicate,generation,criterion_id,pair_id,subset,gap_views,preferred_artifact_id,rejected_artifact_id,preferred_level,rejected_level,separates,preferred_reason,rejected_reason,quality_reason,preferred_metadata,rejected_metadata
candidate,full,da-15-1,1,4,elicited_9aa56b4814963e19,pair_5d9816b4021f9e68,induction,"[""active_rubric"", ""development_rubric""]",artifact_183b981cac61ff3c,artifact_a08cbaf04a976249,A,A,False,"The artifact consistently states that 58,884 input features were filtered to 18,294 genes using the CPM rule, that those 18,294 genes formed the testing and BH correction universe, and that 6,892 significant genes were reported. It also clearly identifies the 40,590 excluded features and limits the ranked result table to the retained genes.","The artifact consistently states that all 58,884 genes passed the CPM filter, none were excluded, all 58,884 were modeled and included in Benjamini-Hochberg correction, and the complete ranked result covers all 58,884 genes.",B is more internally consistent and methodologically complete.,"{""artifact_id"": ""artifact_183b981cac61ff3c"", ""content_sha256"": ""b3dfc7d0c85d141f7a4ce9ae9a28ffea96acecb1b535cb9b523428ce853d4393"", ""source_id"": ""red-team:s003""}","{""artifact_id"": ""artifact_a08cbaf04a976249"", ""content_sha256"": ""2abdd2255925f93ffa572515dc31f4b56cba6211df1fded669decf4c6a4c5f42"", ""source_id"": ""live:s003""}"
candidate,full,da-15-1,1,4,elicited_9aa56b4814963e19,pair_87c200ce479535c5,induction,"[""active_rubric"", ""development_rubric""]",artifact_98ddecb84c3047c0,artifact_8442669919b645a5,A,A,False,"The artifact clearly reports filtering from 58,884 to 18,940 genes, models only retained genes, applies BH correction across those 18,940 tests, and reports DEG counts and ranked results from that same universe.","The artifact explicitly reports the CPM filtering rule, 58,884 retained and 0 excluded genes, models all 58,884 retained genes, applies BH correction to 58,884 p-values, reports 10,607 significant genes, and identifies the complete ranked table as covering all 58,884 tested genes. These statements are internally consistent.",A is more internally consistent and avoids testing all low-information features.,"{""artifact_id"": ""artifact_98ddecb84c3047c0"", ""content_sha256"": ""bf00f5a8a272c81e0daf91e38a3c8a8f4a17c514b02f0a8a408b627b9b32a8b8"", ""source_id"": ""sealed-seed:rep-001:adversarial""}","{""artifact_id"": ""artifact_8442669919b645a5"", ""content_sha256"": ""2926ba7c2524b2d148317048dcdfd0102278bf2c5996cb5ccf65bb2afc4fd508"", ""source_id"": ""sealed-seed:rep-001:clean""}"
candidate,full,da-15-1,1,4,elicited_9aa56b4814963e19,pair_b9dbf8915c3db453,induction,"[""active_rubric""]",artifact_85cdebab661e402c,artifact_a26e31622e791069,A,A,False,"The artifact consistently reports 58,884 input genes, 18,294 retained after CPM filtering, 18,294 genes included in modeling and Benjamini–Hochberg correction, and a complete ranked result table covering those 18,294 tested genes. It separately reports 6,861 FDR-significant genes and does not imply that filtered features were tested.","The artifact explicitly states that 58,884 genes were retained and 0 filtered, models all retained genes, applies BH correction to 58,884 p-values, and reports the complete ranked table for all 58,884 tested genes. The reported 6,861 significant genes are consistent with that universe.",B is internally consistent about filtering and tested scope.,"{""artifact_id"": ""artifact_85cdebab661e402c"", ""content_sha256"": ""6a4a0c24f23a9fba9db2f8002cb307d4b8b1ff1e99d608ba15645661f23234e1"", ""source_id"": ""red-team:s002""}","{""artifact_id"": ""artifact_a26e31622e791069"", ""content_sha256"": ""747b8eb20183c95adcc126d5d496ff09483ccf554e1cb802c05c0d84136dc920"", ""source_id"": ""live:s002""}"
candidate,full,da-15-1,2,2,elicited_369d6ff8b8f1c01e,pair_87c200ce479535c5,induction,"[""development_rubric""]",artifact_8442669919b645a5,artifact_98ddecb84c3047c0,B,A,False,"The model, covariates, filtering, FDR procedure, and most reported numerical results agree with the supplied code and trace. However, some answer claims—especially LGALS3's statistic and the asserted complete ranked output—are not directly inspectable in the submitted artifact, leaving a minor support discrepancy.","The trace supplies executable code consistent with the stated sample counts, filtering rule, covariate-adjusted OLS model, BH correction, and reported differential-expression summaries. The reported covariates, normalization, thresholds, and gene statistics are not contradicted by the submitted evidence.","B is more complete and better supported quantitatively, especially regarding sample alignment, batch structure, filtering, and top-gene evidence.","{""artifact_id"": ""artifact_8442669919b645a5"", ""content_sha256"": ""2926ba7c2524b2d148317048dcdfd0102278bf2c5996cb5ccf65bb2afc4fd508"", ""source_id"": ""sealed-seed:rep-001:clean""}","{""artifact_id"": ""artifact_98ddecb84c3047c0"", ""content_sha256"": ""bf00f5a8a272c81e0daf91e38a3c8a8f4a17c514b02f0a8a408b627b9b32a8b8"", ""source_id"": ""sealed-seed:rep-001:adversarial""}"
candidate,full,da-15-1,2,3,elicited_c486dfabbcf13b66,pair_25b8c47b1dffdcd2,induction,"[""active_rubric""]",artifact_17d0a8849f0a3405,artifact_529df58f9505e24a,B,A,False,"The primary model, covariates, normalization, testing, and reported DEG totals are substantially traceable to the code and intermediate results. However, several reported gene-specific values (such as MS4A7, CD68, and LGALS3) are stated without showing the corresponding executable output, and the exact genome-wide extrema are not documented in the supplied results.","The reported sample counts, filtered gene count, design dimensions, FDR threshold, DEG totals, directions, and leading-gene statistics are consistent with the documented code and intermediate results. The model specification and ALS-minus-Control coding are explicitly described.","A preserves the internally consistent DEG count and up/down totals; B introduces an unsupported 6,437 count.","{""artifact_id"": ""artifact_17d0a8849f0a3405"", ""content_sha256"": ""ddf13f415a7968912dad947825b5d3b6c1187e2502c920349cd4ec2009b815e9"", ""source_id"": ""live:s002""}","{""artifact_id"": ""artifact_529df58f9505e24a"", ""content_sha256"": ""f9bc87747d7aa558f38712527365c75ec9c033840658472ec58c4a870921ff64"", ""source_id"": ""red-team:s002""}"
candidate,full,da-15-1,2,3,elicited_c486dfabbcf13b66,pair_74a16cb19db901e7,induction,"[""active_rubric""]",artifact_dd33666f89576f88,artifact_94e2f10d13a19af2,A,C,True,"The reported sample counts, filtering totals, covariate design, disease contrast, FDR results, and gene statistics are explicitly tied to executable code and documented intermediate outputs.","The final answer claims adjustment for library preparation, sequencing platform, and genotype PCs, but the primary executable model includes only disease, sex, site, age, and RIN. Those additional covariates are described only for an unrun sensitivity design, materially contradicting the stated model specification.",B is internally consistent about which covariates produced the reported results.,"{""artifact_id"": ""artifact_dd33666f89576f88"", ""content_sha256"": ""0c9273ea8ebacad828c09fac983f071e64313e304b830adc3099587a4a00534b"", ""source_id"": ""live:s001""}","{""artifact_id"": ""artifact_94e2f10d13a19af2"", ""content_sha256"": ""aa9cf3ce121c18f399fc5c2f7c044fcac5c32a786e39cd38c0274d8a1376dae9"", ""source_id"": ""red-team:s001""}"
candidate,full,da-15-1,2,3,elicited_134f484887ff7ebe,pair_87c200ce479535c5,induction,"[""active_rubric"", ""development_rubric""]",artifact_98ddecb84c3047c0,artifact_8442669919b645a5,A,A,False,"The analysis explicitly applies CPM >= 1 in at least 10 samples, explains the rationale, and quantitatively reports reduction from 58,884 input genes to 18,940 retained genes.","The analysis specifies and justifies a CPM >=1 in at least 20 samples rule, applies it before testing, and quantitatively reports that all 58,884 genes were retained and zero filtered.",A uses a defensible expression filter and avoids the implausible no-filtering result in B.,"{""artifact_id"": ""artifact_98ddecb84c3047c0"", ""content_sha256"": ""bf00f5a8a272c81e0daf91e38a3c8a8f4a17c514b02f0a8a408b627b9b32a8b8"", ""source_id"": ""sealed-seed:rep-001:adversarial""}","{""artifact_id"": ""artifact_8442669919b645a5"", ""content_sha256"": ""2926ba7c2524b2d148317048dcdfd0102278bf2c5996cb5ccf65bb2afc4fd508"", ""source_id"": ""sealed-seed:rep-001:clean""}"
candidate,full,da-15-1,2,4,elicited_b2c5c484d19d5cbc,pair_356b305c15fda04b,induction,"[""active_rubric"", ""development_rubric""]",artifact_17d0a8849f0a3405,artifact_c0cd91c0a6272635,B,C,True,"The primary OLS analysis is implemented and its model specification is inspectable, but several reported numerical results, including the DEG count and listed rankings, are presented without directly inspectable execution output. The sensitivity analysis is explicitly labeled as planned, which is appropriate, but the completed-result claims are not fully evidenced by captured outputs.","The primary OLS implementation is inspectable, but several material numerical results are asserted without directly inspectable execution output. The sensitivity analysis is explicitly only planned, and the requested genome-wide down-regulated extremum is not reported.",B is more complete because it includes the added reproducibility/sensitivity context.,"{""artifact_id"": ""artifact_17d0a8849f0a3405"", ""content_sha256"": ""ddf13f415a7968912dad947825b5d3b6c1187e2502c920349cd4ec2009b815e9"", ""source_id"": ""live:s002""}","{""artifact_id"": ""artifact_c0cd91c0a6272635"", ""content_sha256"": ""793094b625727afe2f245493565e58f084ec59ec438f647f510342a5a4da411b"", ""source_id"": ""live:s003""}"
candidate,full,da-15-1,2,4,elicited_b2c5c484d19d5cbc,pair_a67652a64b6c4066,induction,"[""active_rubric"", ""development_rubric""]",artifact_71c20297eb2ed9c9,artifact_c0cd91c0a6272635,B,C,True,"The primary OLS analysis and reported DEG count are broadly consistent with the supplied code, and the unexecuted down-regulated extremum and sensitivity analysis are explicitly identified as unavailable or planned. However, several reported numerical rankings and statistics are presented without directly inspectable execution output, so the evidence is not fully supported at level A.","The primary OLS implementation is inspectable, but several material numerical results are asserted without directly inspectable execution output. The sensitivity analysis is explicitly only planned, and the requested genome-wide down-regulated extremum is not reported.",A is more transparent about evidentiary limits.,"{""artifact_id"": ""artifact_71c20297eb2ed9c9"", ""content_sha256"": ""e442b4a1ef0964a1b83f4051c0bfa343842c92de4e8b765b41e0fd64f43eea26"", ""source_id"": ""red-team:s003""}","{""artifact_id"": ""artifact_c0cd91c0a6272635"", ""content_sha256"": ""793094b625727afe2f245493565e58f084ec59ec438f647f510342a5a4da411b"", ""source_id"": ""live:s003""}"
candidate,full,da-15-1,2,4,elicited_b2c5c484d19d5cbc,pair_74a16cb19db901e7,induction,"[""active_rubric"", ""development_rubric""]",artifact_dd33666f89576f88,artifact_94e2f10d13a19af2,B,B,False,"The primary model and completed OLS/BH analysis are documented with executable code and reported results. However, the claimed genome-wide extremal result is not accompanied by directly inspectable execution output, and the sensitivity analysis is explicitly only planned.","The primary code fits OLS on log2(CPM+0.5) adjusting for disease, sex, site, age, and RIN. However, answer.txt claims adjustment for library preparation, sequencing platform, and genotype PCs, which appear only in an explicitly planned sensitivity design with no execution output. The claimed genome-wide extrema also lack directly inspectable printed results.",B is more accurate and consistent with the implemented primary model.,"{""artifact_id"": ""artifact_dd33666f89576f88"", ""content_sha256"": ""0c9273ea8ebacad828c09fac983f071e64313e304b830adc3099587a4a00534b"", ""source_id"": ""live:s001""}","{""artifact_id"": ""artifact_94e2f10d13a19af2"", ""content_sha256"": ""aa9cf3ce121c18f399fc5c2f7c044fcac5c32a786e39cd38c0274d8a1376dae9"", ""source_id"": ""red-team:s001""}"
candidate,full,da-15-1,2,4,elicited_b2c5c484d19d5cbc,pair_8e0174695b754b90,induction,"[""active_rubric"", ""development_rubric""]",artifact_dd33666f89576f88,artifact_98e7f751e90ed32b,B,B,False,"The primary model and completed OLS/BH analysis are documented with executable code and reported results. However, the claimed genome-wide extremal result is not accompanied by directly inspectable execution output, and the sensitivity analysis is explicitly only planned.","The implementation supports the stated sample counts, filtering, model, and FDR procedure, but many claimed completed numerical results—especially the extended top-gene rankings—are presented without directly inspectable execution output beyond narrative summaries.",B is more complete and transparent about robustness analysis.,"{""artifact_id"": ""artifact_dd33666f89576f88"", ""content_sha256"": ""0c9273ea8ebacad828c09fac983f071e64313e304b830adc3099587a4a00534b"", ""source_id"": ""live:s001""}","{""artifact_id"": ""artifact_98e7f751e90ed32b"", ""content_sha256"": ""a77621ec2b9e4ae7cd7628a397bc1a566475ce7274bf3de7fe21997a9a321ef3"", ""source_id"": ""sealed-seed:rep-002:clean""}"
candidate,full,da-15-1,2,4,elicited_7c8acab18ab99276,pair_87c200ce479535c5,induction,"[""active_rubric""]",artifact_98ddecb84c3047c0,artifact_8442669919b645a5,A,A,False,"The sample counts, gene universe, expression filter (58,884 to 18,940), tested set, FDR threshold, and effect-size subset of 134 reconcile with the stated analysis.","The sample, matrix, filtering, tested-gene, and significant-gene counts reconcile: 174 samples, 58,884 tested genes, zero filtered genes, and 10,607 significant genes split into 5,266 up and 5,341 down.",A has the more defensible filtering and site-adjustment strategy.,"{""artifact_id"": ""artifact_98ddecb84c3047c0"", ""content_sha256"": ""bf00f5a8a272c81e0daf91e38a3c8a8f4a17c514b02f0a8a408b627b9b32a8b8"", ""source_id"": ""sealed-seed:rep-001:adversarial""}","{""artifact_id"": ""artifact_8442669919b645a5"", ""content_sha256"": ""2926ba7c2524b2d148317048dcdfd0102278bf2c5996cb5ccf65bb2afc4fd508"", ""source_id"": ""sealed-seed:rep-001:clean""}"
